Date,Open,High,Low,Close,Adj Close,Volume
6/11/02,104.1299973,104.5400009,101.7300034,101.9599991,69.47575378,19990700
6/12/02,101.7099991,102.8099976,100.7799988,102.5800018,69.89820862,31266000
6/13/02,102.1299973,103,101.3399963,101.5500031,69.19638062,21043900
6/14/02,100.3099976,101.5599976,98.5,101.4000015,69.09418488,39267500
6/17/02,101.9199982,104.3399963,101.8499985,104.1200027,70.94759369,17647200
6/18/02,103.7399979,105.0299988,103.6299973,104.9700012,71.52676392,21628500
6/19/02,103.5,104.4300003,102.2399979,102.5199966,69.85733032,21540700
6/20/02,102.2600021,103.0500031,100.9599991,101.2099991,68.96469879,25691000
6/21/02,100.4700012,100.9300003,98.68000031,99.27999878,67.88633728,31190700
6/24/02,98.61000061,100.6900024,97.25,99.80000305,68.24195862,37169700
6/25/02,100.3000031,100.8899994,97.54000092,97.55999756,66.71028137,33355000
6/26/02,95.19999695,98.15000153,95.19000244,97.72000122,66.81967163,37913600
6/27/02,98.5,99.48999786,96.56999969,99.43000031,67.98892975,31616400
6/28/02,99.23999786,100.5,98.87999725,98.95999908,67.66756439,28184200
7/1/02,99.18000031,99.80000305,96.88999939,97.02999878,66.34781647,20270200
7/2/02,96.86000061,97.19999695,94.76999664,94.97000122,64.93925476,34213900
7/3/02,94.62000275,95.83999634,93.72000122,95.51000214,65.30846405,30565800
7/5/02,96.77999878,99.52999878,96.66000366,99.30999756,67.9068985,19013500
7/8/02,98.98000336,99.69999695,97.55999756,98.06999969,67.05898285,19118600
7/9/02,97.73000336,98.33999634,95.01000214,95.59999847,65.37002563,28620400
7/10/02,96,96.06999969,92.04000092,92.12000275,62.99046326,50522500
7/11/02,91.76000214,93.34999847,90.31999969,92.87000275,63.50328445,59476500
7/12/02,93.33000183,93.88999939,91.51999664,91.84999847,62.80581665,39018600
7/15/02,91.63999939,92.40000153,87.88999939,92.33999634,63.14093399,77317200
7/16/02,91.12000275,92.37999725,89.87000275,90.55999756,61.92374039,53282400
7/17/02,92.45999908,93.30000305,89.75,90.73999786,62.04681778,48880600
7/18/02,90.69999695,91.09999847,87.75,87.80000305,60.03647995,32656700
7/19/02,86.76000214,87.55000305,84.30000305,84.70999908,57.92359161,77572600
7/22/02,84.09999847,85.91000366,81.44999695,82.19999695,56.20726776,78134000
7/23/02,82.55000305,83.23999786,79.75,79.94999695,54.66877747,74484100
7/24/02,78.12999725,85.12000275,77.68000031,84.72000122,57.93043518,107022800
7/25/02,84.26999664,85.84999847,81.59999847,84,57.43809891,87176600
7/26/02,84.65000153,85.93000031,83.80000305,85.59999847,58.5321846,41206800
7/29/02,87.5,90.33999634,87.30000305,89.76999664,61.38356781,53492900
7/30/02,89.31999969,91.40000153,88.72000122,90.94000244,62.18357849,47532200
7/31/02,90.48999786,91.55000305,89.25,91.16000366,62.33399582,44669900
8/1/02,90.87999725,91.34999847,88.33000183,88.77999878,60.70661545,66571900
8/2/02,88.5,88.91000366,85.62000275,86.79000092,59.34586716,51772900
8/5/02,86.48999786,86.93000031,83.55000305,83.76999664,57.28084564,47191300
8/6/02,85.23000336,87.90000153,85.11000061,86.58999634,59.20909119,64730000
8/7/02,87.87000275,88.5,85.76999664,88.09999847,60.24164581,43289400
8/8/02,88.41999817,91.09999847,87.80000305,90.94999695,62.19041061,48339800
8/9/02,90.09999847,91.94000244,89.34999847,91.29000092,62.42291641,41879200
8/12/02,89.98999786,91.26999664,89.55000305,90.62000275,61.9647522,25841700
8/13/02,90.15000153,91.66000366,88.65000153,88.97000122,60.8365593,49690500
8/14/02,89.01999664,92.62999725,88.01999664,92.22000122,63.05884552,57423600
8/15/02,92.83999634,93.98999786,92.19999695,93.5,63.93407822,45551500
8/16/02,92.81999969,94.08000183,92,93.22000122,63.74260712,36517300
8/19/02,93.45999908,95.75,93.09999847,95.40000153,65.23325348,33669900
8/20/02,94.81999969,95.40000153,93.62000275,94.38999939,64.54264069,30508300
8/21/02,95.05999756,95.77999878,93.56999969,95.75,65.47259521,39628900
8/22/02,95.48999786,97.15000153,95.06999969,96.68000031,66.10852051,38399800
8/23/02,96.01000214,96.15000153,94.15000153,94.59999847,64.68622589,33716400
8/26/02,94.91000366,95.63999939,93.5,95.26000214,65.13756561,33830100
8/27/02,95.69999695,96.25,93.5,94.16000366,64.38536835,35335700
8/28/02,93.27999878,93.48999786,91.80000305,92.09999847,62.97676468,38970600
8/29/02,91.26999664,93.05000305,90.80999756,92.13999939,63.00411606,42965700
8/30/02,91.68000031,93.38999939,91.40000153,91.77999878,62.75796127,30366700
9/3/02,90.73000336,91,88.15000153,88.27999878,60.36470413,76586400
9/4/02,88.61000061,90.25,88.05999756,89.54000092,61.22624588,51099500
9/5/02,88.48999786,89.43000031,87.5,88.77999878,60.70661545,67250900
9/6/02,89.75,90.56999969,89.33999634,90,61.54085922,38622200
9/9/02,89.09999847,91.34999847,88.80000305,90.66000366,61.99212646,33998400
9/10/02,91.13999939,91.77999878,90.55999756,91.69999695,62.70325851,41416600
9/11/02,92.47000122,93.33000183,91.09999847,91.12999725,62.31350708,27711200
9/12/02,90.75,90.83999634,88.98999786,89.44999695,61.16476059,43601700
9/13/02,88.69000244,89.90000153,88.25,89.66999817,61.31518173,41131000
9/16/02,89.30999756,89.88999939,88.45999908,89.88999939,61.46559525,28167600
9/17/02,90.88999939,91.19000244,87.75,87.83000183,60.05701828,47609700
9/18/02,87.01000214,88.5,86.27999878,86.94999695,59.45526886,54719400
9/19/02,85.98999786,86.80000305,84.69999695,84.69999695,57.91675568,48510500
9/20/02,84.91999817,85.19999695,84.05000305,84.34999847,57.93598938,46325600
9/23/02,83.65000153,84.05999756,82.69000244,83.66000366,57.46206284,46893800
9/24/02,82.44000244,83.65000153,81.84999847,82.30999756,56.5348053,69507000
9/25/02,83.37000275,84.76999664,82.04000092,84.34999847,57.93598938,59294400
9/26/02,85.01999664,85.97000122,84.44999695,85.73000336,58.88383484,53638000
9/27/02,85,85.62999725,82.75,82.75,56.8370285,64648300
9/30/02,82,82.80000305,80.90000153,81.79000092,56.17765045,73096400
10/1/02,82.43000031,85.76999664,81.47000122,85.72000122,58.87695694,67198100
10/2/02,84.69000244,85.52999878,82.59999847,83.15000153,57.11175919,56749100
10/3/02,83.13999939,84.59999847,81.94999695,82.30999756,56.5348053,55547000
10/4/02,82.80000305,82.91999817,79.58000183,80.80000305,55.49765778,68483700
10/7/02,80.05999756,81.19999695,78.55000305,79.12999725,54.35059738,53188000
10/8/02,79.80999756,81.30999756,78.19999695,80.37000275,55.20230865,79531000
10/9/02,79.08999634,79.69999695,77.77999878,78.09999847,53.64314651,79956400
10/10/02,77.94000244,81.06999969,77.06999969,80.62999725,55.38091278,76749000
10/11/02,82.09999847,84.73000336,81.81999969,84.16000366,57.80547714,82308300
10/14/02,83.19999695,84.84999847,83.04000092,84.62999725,58.12830734,40631900
10/15/02,86.98999786,88.72000122,86.84999847,88.69999695,60.92377853,82320300
10/16/02,87.41000366,87.80000305,85.91999817,86.55000305,59.44706345,62977800
10/17/02,88.87000275,89.30000305,87.84999847,88.26999664,60.62843704,68534100
10/18/02,87.65000153,89.11000061,86.93000031,88.63999939,60.88260269,47448700
10/21/02,88.12000275,90.5,87.56999969,90.16999817,61.93346786,45859100
10/22/02,89.05000305,90.01000214,88.51999664,89.51999664,61.4870224,40966800
10/23/02,88.76999664,90.26999664,87.68000031,90.19999695,61.95406342,54905800
10/24/02,90.75,90.90000153,88.09999847,88.36000061,60.69026566,54987400
10/25/02,88.20999908,90.38999939,87.94000244,90.19999695,61.95406342,43672100
10/28/02,91.15000153,91.29000092,88.84999847,89.61000061,61.54883957,39416100
10/29/02,89.08000183,89.48999786,87,88.56999969,60.83450699,59508200
10/30/02,88.68000031,89.95999908,88.23000336,89.43000031,61.42521286,41688600
10/31/02,89.66000366,90.30000305,88.19000244,88.51999664,60.80012894,41620600
11/1/02,88.34999847,90.81999969,88.05000305,90.26999664,62.0021286,51878900
11/4/02,91.80000305,92.94000244,90.90000153,91.12999725,62.5928421,49080600
11/5/02,90.83999634,92.06999969,90.83999634,91.84999847,63.08733749,37270800
11/6/02,92.48000336,93.06999969,90.79000092,93.04000092,63.90474701,65013100
11/7/02,92.01999664,92.22000122,90.22000122,90.76000214,62.33870697,51572000
11/8/02,90.52999878,91.56999969,89.51999664,89.65000153,61.57632065,37905400
11/11/02,89.51000214,89.55999756,87.80000305,88.26000214,60.62158203,33505100
11/12/02,88.66000366,89.93000031,88.37000275,88.95999908,61.10234833,37724500
11/13/02,88.31999969,89.73999786,87.44999695,89.05000305,61.16419601,63891500
11/14/02,90.06999969,91,89.75,90.73000336,62.31809235,31896800
11/15/02,90,91.55000305,89.94999695,91.40000153,62.7783165,39152100
11/18/02,92.15000153,92.15000153,90.34999847,90.48000336,62.14639282,28934800
11/19/02,90.01999664,91.09999847,89.76000214,90.36000061,62.06400299,32806600
11/20/02,89.98000336,92.41999817,89.94999695,92.37000275,63.4445343,36688400
11/21/02,92.59999847,94.19000244,92.43000031,94.08999634,64.62594604,55128200
11/22/02,93.48000336,94.26999664,93.26999664,93.41999817,64.16571808,32513800
11/25/02,93.43000031,94.26000214,92.76999664,93.48000336,64.20695496,33846400
11/26/02,93.06999969,93.44999695,91.62000275,91.69999695,62.9843483,42284700
11/27/02,92.51999664,94.65000153,92.43000031,94.27999878,64.75643921,37764000
11/29/02,94.80000305,94.94999695,93.76999664,93.98000336,64.55039978,19385700
12/2/02,95.47000122,96.05000305,93.22000122,94.12999725,64.65341949,49911900
12/3/02,93.25,93.40000153,92.34999847,92.87000275,63.78795242,34407700
12/4/02,91.76999664,93.13999939,91.43000031,92.44999695,63.49948502,64040800
12/5/02,92.73000336,92.80000305,91.09999847,91.43000031,62.79888916,36724900
12/6/02,90.12000275,92.16999817,89.98000336,92.02999878,63.21101379,49824100
12/9/02,91.06999969,91.45999908,89.48000336,89.5,61.47327423,36789600
12/10/02,90.01999664,91.09999847,89.76000214,90.69999695,62.29749298,33319900
12/11/02,90.41999817,91.62000275,90.16000366,90.77999878,62.35242081,39201000
12/12/02,91.19999695,91.48999786,90.19999695,90.76999664,62.34555817,34465600
12/13/02,89.91000366,90.48000336,89.26999664,89.33999634,61.36340332,36862200
12/16/02,89.81999969,91.79000092,89.66000366,91.65000153,62.95001602,37098400
12/17/02,91.37000275,91.73999786,90.73999786,90.84999847,62.40051651,32353900
12/18/02,90.31999969,90.40000153,89.33000183,89.80000305,61.67930222,35612600
12/19/02,89.34999847,90.69999695,88.59999847,89.16000366,61.23974609,39264200
12/20/02,89.19999695,90.01999664,89.09999847,89.98999786,62.11359406,31176900
12/23/02,89.58999634,90.47000122,89.30999756,90.01999664,62.13428497,22599300
12/24/02,89.58999634,89.86000061,89.25,89.34999847,61.67184067,10937000
12/26/02,89.69999695,90.61000061,88.83999634,89.38999939,61.69945526,17485600
12/27/02,88.95999908,89.29000092,87.37999725,87.37999725,60.31208801,22205700
12/30/02,87.79000092,88.47000122,87.22000122,88.11000061,60.81591797,29968000
12/31/02,87.98999786,88.43000031,87.11000061,88.23000336,60.89876938,34036600
1/2/03,88.84999847,91.30000305,88.54000092,91.06999969,62.85903931,44516300
1/3/03,90.91000366,91.37999725,90.5,91.34999847,63.05229568,32222600
1/6/03,91.23999786,93.48999786,91.16999817,92.95999908,64.16352844,40984500
1/7/03,92.90000153,93.37000275,92.19999695,92.73000336,64.00479889,38640400
1/8/03,92.19999695,92.40000153,91.05000305,91.38999939,63.07990646,38702200
1/9/03,91.81999969,93.18000031,91.41000366,92.80999756,64.06007385,34804900
1/10/03,91.94999695,93.63999939,91.80000305,93.05999756,64.23258209,37768900
1/13/03,93.54000092,93.86000061,92.44000244,93.02999878,64.21186066,31649900
1/14/03,92.69000244,93.83000183,92.41000366,93.33000183,64.41893005,30733000
1/15/03,93.54000092,93.56999969,91.91000366,92.40000153,63.77705002,33511800
1/16/03,92.5,92.93000031,91.44999695,92.01999664,63.51473618,44812100
1/17/03,90.98999786,92.30000305,90.15000153,90.66000366,62.57601547,35618300
1/21/03,90.87000275,90.91999817,88.94999695,89.25,61.60280609,36826200
1/22/03,88.76999664,89.80000305,88,88.16999817,60.85736465,42286500
1/23/03,88.75,89.37999725,87.94999695,88.70999908,61.23008347,55919800
1/24/03,88.58999634,88.68000031,86.16999817,86.37999725,59.62183762,68633900
1/27/03,85.73000336,86.80000305,84.5,85.19999695,58.80736542,57884400
1/28/03,85.62999725,86.40000153,85.12999725,85.83000183,59.24224854,46929100
1/29/03,85.41999817,87.18000031,84.76999664,86.48000336,59.69086456,53712200
1/30/03,86.79000092,86.87999725,84.40000153,84.43000031,58.27589798,49845900
1/31/03,84.15000153,86.20999908,84.15000153,86.05999756,59.40097809,55317000
2/3/03,86.13999939,86.80999756,85.91999817,86.23000336,59.51831818,39696000
2/4/03,85.30999756,85.75,84.30000305,85.37999725,58.93161392,43633400
2/5/03,85.75,86.54000092,84.48000336,84.84999847,58.56581879,55270600
2/6/03,84.37000275,84.88999939,83.65000153,84.44999695,58.28970718,53638000
2/7/03,84.91000366,84.98999786,82.97000122,83.41999817,57.57876587,43165000
2/10/03,83.45999908,84.12999725,82.65000153,84.01000214,57.98604965,45455900
2/11/03,84.37000275,84.87999725,82.83000183,83.43000031,57.58568192,46861000
2/12/03,83.16000366,83.62000275,82.08999634,82.09999847,56.66768265,35873600
2/13/03,82.15000153,82.66000366,81,82.34999847,56.84022903,57934100
2/14/03,82.37000275,84.19999695,81.81999969,84.15000153,58.08263016,59580900
2/18/03,84.52999878,85.80000305,84.38999939,85.62999725,59.10418701,39492700
2/19/03,85.31999969,85.47000122,84.27999878,85.18000031,58.79360199,31432000
2/20/03,85.20999908,85.41999817,84.05000305,84.33000183,58.20688629,29280100
2/21/03,84.37999725,85.73999786,83.45999908,85.18000031,58.79360199,60955800
2/24/03,84.93000031,85,83.58999634,83.80000305,57.84107208,30628600
2/25/03,82.94999695,84.48999786,82.22000122,84.47000122,58.30354309,56770600
2/26/03,84.01999664,84.52999878,83.08000183,83.23999786,57.45451736,37787200
2/27/03,83.69999695,84.75,83.16000366,84.33999634,58.21379852,51126000
2/28/03,84.47000122,85.23000336,84.16000366,84.90000153,58.60033798,43666800
3/3/03,85.26000214,85.77999878,83.72000122,84.08999634,58.04122162,42923100
3/4/03,83.94999695,84.01000214,82.65000153,82.75,57.11633301,31440500
3/5/03,82.61000061,83.54000092,82.36000061,83.44999695,57.59949493,43974700
3/6/03,82.87000275,83.51999664,82.47000122,82.75,57.11633301,41217700
3/7/03,81.61000061,83.98999786,81.43000031,83.31999969,57.50976944,63538000
3/10/03,82.59999847,82.86000061,81.09999847,81.31999969,56.12931442,41014100
3/11/03,81.48000336,82,80.48000336,80.51999664,55.57710648,48102700
3/12/03,80.37999725,81.09999847,79.37999725,81.05999756,55.94982147,62459800
3/13/03,82.18000031,83.91000366,81.52999878,83.86000061,57.88249207,72117800
3/14/03,84.19999695,84.76999664,83.34999847,84.12999725,58.06886292,63951800
3/17/03,83.45999908,86.94999695,83.22000122,86.77999878,59.8979454,88217500
3/18/03,87.15000153,87.34999847,86.27999878,87.29000092,60.2499733,50792300
3/19/03,87.27999878,88.16000366,86.68000031,87.95999908,60.71240616,49630800
3/20/03,87.33000183,88.58999634,86.34999847,88.15000153,60.84355164,67321600
3/21/03,88.80000305,89.87999725,87.93000031,89.66999817,62.14227295,71165300
3/24/03,88.01999664,88.13999939,86.34999847,86.69000244,60.07706833,65398900
3/25/03,86.73999786,88.26000214,86.44000244,87.51999664,60.65228271,61040100
3/26/03,87.55999756,87.84999847,86.80000305,87.08000183,60.34737396,45740800
3/27/03,86.40000153,87.66000366,85.98999786,87.15000153,60.39588165,53120200
3/28/03,86.47000122,87.27999878,86.25,86.70999908,60.09095383,32583000
3/31/03,85.34999847,86.58999634,84.40000153,84.73999786,58.72571564,61119500
4/1/03,85.25,86.38999939,84.91000366,86.04000092,59.62662888,53574000
4/2/03,87.54000092,88.76999664,87.5,88.12000275,61.06809616,50431200
4/3/03,88.87000275,88.98999786,87.65000153,87.69999695,60.7770195,48755500
4/4/03,88.43000031,88.58999634,87.62000275,88.22000122,61.13738632,36250100
4/7/03,90.33999634,90.84999847,87.97000122,88.05000305,61.01958847,69776200
4/8/03,88.30000305,88.65000153,87.70999908,88.19000244,61.11659622,39712700
4/9/03,88.36000061,89.09999847,86.76999664,87.02999878,60.31273651,55647300
4/10/03,87.08999634,87.62999725,85.70999908,87.51000214,60.64537048,41812400
4/11/03,88.16000366,88.69999695,86.86000061,87.15000153,60.39588165,47730100
4/14/03,87.47000122,89,87,88.94999695,61.64327621,36711700
4/15/03,88.83999634,89.77999878,88.41999817,89.77999878,62.21850586,49709800
4/16/03,89.91000366,90.05999756,88.02999878,88.25,61.15820694,51788000
4/17/03,88.30000305,89.72000122,88.19000244,89.55999756,62.06604767,37403100
4/21/03,89.86000061,90.16000366,89.05999756,89.65000153,62.12841034,32052700
4/22/03,89.09999847,91.55999756,88.88999939,91.33999634,63.29958725,59763600
4/23/03,91.62000275,92.34999847,91.23999786,92.18000031,63.88170624,44227100
4/24/03,91.52999878,92.08000183,90.95999908,91.36000061,63.31345367,49692400
4/25/03,91.30000305,91.47000122,90.01999664,90.23000336,62.53035736,43917200
4/28/03,90.44000244,92.19000244,90.30000305,91.79000092,63.61144257,46432900
4/29/03,92.13999939,92.80000305,91.40000153,92.11000061,63.8331871,52017100
4/30/03,91.91000366,92.56999969,91.41000366,91.91000366,63.69462204,48709100
5/1/03,91.91999817,92.73000336,90.5,91.90000153,63.68766403,50240400
5/2/03,91.55999756,93.47000122,91.48999786,93.20999908,64.59555054,50201500
5/5/03,93.47000122,93.77999878,92.5,93.02999878,64.47076416,35437800
5/6/03,93.04000092,94.37999725,93,93.91000366,65.08061218,44401000
5/7/03,93.41999817,94.13999939,92.97000122,93.38999939,64.72029114,41413100
5/8/03,92.51999664,93.33000183,92.27999878,92.44999695,64.06884766,40570700
5/9/03,92.83000183,93.80000305,92.61000061,93.73000336,64.95587921,33608100
5/12/03,93.5,95.12000275,93.27999878,94.87999725,65.75286102,35662300
5/13/03,94.52999878,95.18000031,94.26000214,94.70999908,65.63503265,39253600
5/14/03,95.08999634,95.23999786,93.91000366,94.51000214,65.49642181,32195100
5/15/03,94.88999939,95.33000183,94.25,95.11000061,65.91225433,43879200
5/16/03,94.88999939,95.44999695,94.26000214,94.87000275,65.74593353,38905000
5/19/03,94.15000153,94.41999817,92.33000183,92.65000153,64.2074585,41606000
5/20/03,92.81999969,93.02999878,91.58999634,92.45999908,64.07572174,55404600
5/21/03,92.11000061,92.87999725,91.91000366,92.65000153,64.2074585,49333800
5/22/03,92.94999695,94.05000305,92.68000031,93.56999969,64.84500885,38421800
5/23/03,93.52999878,93.98000336,93.13999939,93.76000214,64.97669983,26155900
5/27/03,93.30000305,95.83999634,93.06999969,95.40000153,66.11320496,43719200
5/28/03,95.84999847,96.47000122,95.43000031,95.66999817,66.30034637,37727100
5/29/03,95.87999725,96.81999969,95.08000183,95.41999817,66.12706757,50844200
